conversation_id,tag,user_final_sentiment
1572,efficient service,Positive
1573,price comparison,Positive
1574,professionalism,Negative
1575,expert guidance,Positive
1576,store stock availability,Neutral
1577,health products,Positive
1578,intimidating behavior,Neutral
1579,product effectiveness,Neutral
1580,authentic products,Neutral
1581,store stock availability,Neutral
1582,positive recommendations,Positive
1583,product effectiveness,Neutral
1584,expiration date issues,Positive
1585,replacement requests,Positive
1586,follow-up issues,Neutral
1587,positive recommendations,Positive
1588,follow-up issues,Positive
1589,positive recommendations,Positive
1590,click and collect,Positive
1591,health products,Positive
1592,international shipping,Positive
1593,menopause advice,Positive
1594,replacement requests,Positive
1595,refund process,Positive
1596,online ordering,Positive
1597,prompt service,Positive
1598,long wait times,Positive
1599,order tracking,Positive
1600,customer value,Positive
1601,health concerns,Neutral
1602,transparency issues,Negative
1603,pricing issues,Positive
1604,faulty/damaged products,Positive
1605,lack of respect,Negative
1606,refund process,Positive
1607,incorrect orders,Positive
1608,order collection issues,Positive
1609,menopause advice,Positive
1610,store closing hours,Neutral
1611,follow-up issues,Neutral
1612,parcel issues,Positive
1613,nutritional information,Positive
1614,promotions and offers,Positive
1615,product recommendations,Positive
1616,store organization,Positive
1617,order collection issues,Positive
1618,order tracking,Positive
1619,staff interaction,Positive
1620,packaging issues,Neutral
1621,health concerns,Positive
1622,incomplete orders,Positive
1623,discrimination,Negative
1624,menopause advice,Positive
1625,order cancellation,Positive
1626,health concerns,Neutral
1627,health concerns,Positive
1628,click and collect,Positive
1629,lack of respect,Negative
1630,order status updates,Positive
1631,product effectiveness,Positive
1632,order status updates,Positive
1633,customer value,Negative
1634,long wait times,Positive
1635,customer value,Positive
1636,impulse buying,Positive
1637,delivery issues,Positive
1638,order not received,Positive
1639,regular customer,Positive
1640,brand loyalty,Positive
1641,prompt service,Positive
1642,accurate product information,Positive
1643,customer service feedback,Positive
1644,store organization,Positive
1645,follow-up issues,Negative
1646,store display,Neutral
1647,customer value,Positive
1648,payment issues,Positive
1649,positive recommendations,Positive
1650,order cancellation,Positive
1651,packaging issues,Neutral
1652,order status updates,Neutral
1653,online ordering,Positive
1654,organic products,Positive
1655,repeat purchases,Positive
1656,pricing issues,Positive
1657,staff interaction,Positive
1658,misleading information,Negative
1659,accurate product information,Positive
1660,prompt service,Positive
1661,staff interaction,Neutral
1662,prompt service,Positive
1663,voucher issues,Positive
1664,authentic products,Positive
1665,pricing issues,Positive
1666,login issues,Positive
1667,order tracking,Positive
1668,address issues,Negative
1669,app assistance,Positive
1670,expert guidance,Positive
1671,international shipping,Positive
1672,promotion and offers,Positive
1673,product recommendations,Positive
1674,impulse buying,Positive
1675,app/website usability issues,Neutral
1676,incomplete orders,Positive
1677,product effectiveness,Positive
1678,rewards program,Positive
1679,informative service,Positive
1680,order tracking,Positive
1681,allergy-sensitive products,Positive
1682,delivery issues,Positive
1683,order not received,Positive
1684,organic products,Positive
1685,discount appreciation,Positive
1686,inconsistent policies,Positive
1687,discrimination,Negative
1688,organic products,Positive
1689,accurate product information,Positive
1690,rewards program,Positive
1691,authentic products,Positive
1692,gratitude,Positive
1693,customer value,Positive
1694,delivery issues,Positive
1695,vegetarian and vegan options,Positive
1696,replacement requests,Positive
1697,order cancellation,Negative
1698,subscription service,Positive
1699,organic products,Positive
1700,discrimination,Negative
1701,miscommunication,Positive
1702,store display,Negative
1703,promotions and offers,Neutral
1704,product effectiveness,Neutral
1705,pricing issues,Positive
1706,address issues,Positive
1707,expiration date issues,Positive
1708,product condition,Positive
1709,inconsistent experience,Positive
1710,incorrect orders,Positive
1711,hair products,Negative
1712,vegetarian and vegan options,Positive
1713,product recommendations,Positive
1714,convenient location,Positive
1715,shopping experience,Positive
1716,transparency issues,Negative
1717,prompt service,Positive
1718,prompt service,Positive
1719,app assistance,Positive
1720,login issues,Positive
1721,communication issues,Positive
1722,shopping experience,Positive
1723,replacement requests,Positive
1724,customer preferences,Positive
1725,prompt service,Positive
1726,shopping experience,Positive
1727,in-store issues,Neutral
1728,store organization,Positive
1729,payment issues,Positive
1730,follow-up issues,Negative
1731,unresponsive support,Positive
1732,store display,Neutral
1733,address issues,Positive
1734,click and collect,Positive
1735,parcel issues,Positive
1736,value for money,Positive
1737,product condition,Positive
1738,inconsistent experience,Neutral
1739,brand loyalty,Neutral
1740,brand loyalty,Neutral
1741,replacement requests,Positive
1742,follow-up issues,Neutral
1743,hair products,Positive
1744,refund process,Positive
1745,address issues,Positive
1746,pricing issues,Neutral
1747,impulse buying,Negative
1748,friendly staff,Positive
1749,accurate product information,Positive
1750,payment issues,Positive
1751,smooth ordering process,Positive
1752,price comparison,Positive
1753,prompt service,Positive
1754,price comparison,Positive
1755,menopause advice,Neutral
1756,prompt service,Positive
1757,unresponsive support,Positive
1758,product ingredients,Positive
1759,staff interaction,Positive
1760,faulty/damaged products,Positive
1761,product recommendations,Positive
1762,gratitude,Positive
1763,expiration date issues,Positive
1764,product condition,Positive
1765,promotions and offers,Positive
1766,efficient service,Positive
1767,discontinued products,Neutral
1768,online ordering,Positive
1769,promotions and offers,Neutral
1770,price comparison,Positive
1771,discount appreciation,Positive
1772,promotion and offers,Positive
1773,friendly staff,Positive
1774,organic products,Positive
1775,incomplete orders,Positive
1776,staff knowledge,Neutral
1777,packaging issues,Positive
1778,in-store issues,Positive
1779,hair products,Positive
1780,replacement requests,Positive
1781,convenient location,Positive
1782,store closing hours,Negative
1783,faulty/damaged products,Positive
1784,staff knowledge,Positive
1785,customer value,Positive
1786,subscription service,Positive
1787,parcel issues,Positive
1788,online ordering,Positive
1789,authentic products,Positive
1790,expiration date issues,Positive
1791,repeat purchases,Positive
1792,vegetarian and vegan options,Positive
1793,health concerns,Positive
1794,expert guidance,Positive
1795,smooth ordering process,Positive
1796,vegetarian and vegan options,Positive
1797,nutritional information,Positive
1798,rewards program,Positive
1799,discontinued products,Positive
1800,trustworthy products,Positive
1801,packaging issues,Neutral
1802,pricing issues,Neutral
1803,discount appreciation,Positive
1804,subscription service,Positive
1805,expiration date issues,Positive
1806,professionalism,Negative
1807,transparency issues,Negative
1808,discrimination,Negative
1809,customer value,Positive
1810,order status updates,Positive
1811,store organization,Positive
1812,store stock availability,Positive
1813,informative service,Positive
1814,address issues,Positive
1815,price comparison,Positive
1816,rewards program,Positive
1817,order status updates,Positive
1818,authentic products,Positive
1819,app assistance,Positive
1820,organic products,Positive
1821,store closing hours,Neutral
1822,product ingredients,Positive
1823,friendly staff,Positive
1824,value for money,Neutral
1825,inconsistent experience,Neutral
1826,health products,Positive
1827,shopping experience,Positive
1828,miscommunication,Positive
1829,professionalism,Positive
1830,shopping experience,Positive
1831,professionalism,Positive
1832,customer service feedback,Positive
1833,discount appreciation,Positive
1834,refund process,Positive
1835,prompt service,Positive
1836,customer preferences,Positive
1837,health concerns,Positive
1838,in-store issues,Positive
1839,informative service,Positive
1840,value for money,Positive
1841,health products,Positive
1842,convenient location,Positive
1843,friendly staff,Positive
1844,packaging issues,Neutral
1845,order cancellation,Positive
1846,order cancellation,Positive
1847,gratitude,Positive
1848,convenient location,Positive
1849,click and collect,Positive
1850,long wait times,Positive
1851,product condition,Positive
1852,repeat purchases,Positive
1853,customer preferences,Positive
1854,nutritional information,Positive
1855,regular customer,Positive
1856,lack of respect,Negative
1857,convenient location,Positive
1858,store display,Positive
1859,incomplete orders,Positive
1860,communication issues,Negative
1861,allergy-sensitive products,Positive
1862,address issues,Positive
1863,store stock availability,Positive
1864,positive recommendations,Positive
1865,informative service,Positive
1866,incomplete orders,Positive
1867,customer service feedback,Negative
1868,expert guidance,Positive
1869,store closing hours,Positive
1870,customer value,Positive
1871,complaint resolution,Positive
1872,promotions and offers,Positive
1873,expert guidance,Positive
1874,order not received,Positive
1875,store organization,Positive
1876,vegetarian and vegan options,Positive
1877,staff interaction,Positive
1878,order status updates,Positive
1879,supplement advice,Positive
1880,product ingredients,Positive
1881,delivery issues,Neutral
1882,international shipping,Positive
1883,customer preferences,Positive
1884,online ordering,Positive
1885,authentic products,Positive
1886,promotion and offers,Negative
1887,unresponsive support,Negative
1888,friendly staff,Positive
1889,pricing issues,Positive
1890,complaint resolution,Negative
1891,packaging issues,Positive
1892,packaging issues,Positive
1893,expiration date issues,Negative
1894,professionalism,Positive
1895,customer service feedback,Positive
1896,trustworthy products,Positive
1897,order cancellation,Positive
1898,nutritional information,Positive
1899,efficient service,Positive
1900,product ingredients,Positive
1901,click and collect,Positive
1902,accurate product information,Positive
1903,friendly staff,Positive
1904,parcel issues,Positive
1905,miscommunication,Positive
1906,informative service,Positive
1907,product effectiveness,Positive
1908,prompt service,Positive
1909,smooth ordering process,Positive
1910,promotion and offers,Positive
1911,app/website usability issues,Neutral
1912,discrimination,Negative
1913,delivery issues,Positive
1914,subscription service,Positive
1915,hair products,Positive
1916,app assistance,Neutral
1917,repeat purchases,Positive
1918,smooth ordering process,Positive
1919,transparency issues,Positive
1920,unresponsive support,Positive
1921,replacement requests,Negative
1922,promotions and offers,Positive
1923,product effectiveness,Positive
1924,promotion and offers,Positive
1925,discrimination,Negative
1926,store display,Positive
1927,hair products,Positive
1928,order collection issues,Neutral
1929,app/website usability issues,Positive
1930,intimidating behavior,Negative
1931,order tracking,Positive
1932,value for money,Positive
1933,staff knowledge,Positive
1934,login issues,Positive
1935,shopping experience,Positive
1936,price comparison,Positive
1937,informative service,Positive
1938,friendly staff,Positive
1939,customer preferences,Positive
1940,authentic products,Positive
1941,address issues,Positive
1942,customer value,Positive
1943,inconsistent experience,Positive
1944,order tracking,Positive
1945,smooth ordering process,Positive
1946,faulty/damaged products,Positive
1947,transparency issues,Neutral
1948,rewards program,Positive
1949,trustworthy products,Positive
1950,friendly staff,Positive
1951,nutritional information,Positive
1952,international shipping,Positive
1953,customer value,Positive
1954,discount appreciation,Positive
1955,health concerns,Positive
1956,product recommendations,Positive
1957,incorrect orders,Positive
1958,health concerns,Neutral
1959,login issues,Positive
1960,product selection,Positive
1961,incorrect orders,Positive
1962,impulse buying,Positive
1963,discount appreciation,Positive
1964,complaint resolution,Negative
1965,customer value,Positive
1966,value for money,Positive
1967,brand loyalty,Positive
1968,product ingredients,Positive
1969,packaging issues,Positive
1970,store display,Negative
1971,informative service,Positive
1972,replacement requests,Positive
1973,authentic products,Positive
1974,organic products,Positive
1975,inconsistent experience,Positive
1976,international shipping,Positive
1977,nutritional information,Positive
1978,order not received,Negative
1979,packaging issues,Neutral
1980,discrimination,Negative
1981,smooth ordering process,Positive
1982,app assistance,Positive
1983,unresponsive support,Positive
1984,staff knowledge,Positive
1985,convenient location,Positive
1986,accurate product information,Positive
1987,inconsistent policies,Positive
1988,login issues,Positive
1989,long wait times,Positive
1990,pricing issues,Positive
1991,store stock availability,Positive
1992,customer service feedback,Positive
1993,refund process,Positive
1994,friendly staff,Positive
1995,lack of respect,Neutral
1996,store stock availability,Neutral
1997,app/website usability issues,Positive
1998,shopping experience,Positive
1999,long wait times,Positive
2000,in-store issues,Positive
2001,professionalism,Positive
2002,order status updates,Positive
2003,lack of respect,Negative
2004,faulty/damaged products,Positive
2005,menopause advice,Positive
2006,customer preferences,Positive
2007,order status updates,Positive
2008,miscommunication,Positive
2009,discount appreciation,Positive
2010,product ingredients,Positive
2011,miscommunication,Positive
2012,incomplete orders,Positive
2013,parcel issues,Positive
2014,discontinued products,Positive
2015,health products,Positive
2016,lack of respect,Neutral
2017,promotions and offers,Positive
2018,discount appreciation,Positive
2019,international shipping,Positive
2020,order not received,Neutral
2021,refund process,Positive
2022,authentic products,Positive
2023,address issues,Positive
2024,value for money,Negative
2025,order cancellation,Positive
2026,refund process,Positive
2027,app assistance,Neutral
2028,professionalism,Negative
2029,click and collect,Positive
2030,product ingredients,Positive
2031,miscommunication,Positive
2032,value for money,Positive
2033,app assistance,Positive
2034,impulse buying,Positive
2035,order cancellation,Positive
2036,refund process,Positive
2037,impulse buying,Positive
2038,staff interaction,Positive
2039,follow-up issues,Negative
2040,authentic products,Positive
2041,gratitude,Positive
2042,refund process,Negative
2043,parcel issues,Positive
2044,in-store issues,Positive
2045,promotions and offers,Positive
2046,order cancellation,Positive
2047,product selection,Positive
2048,miscommunication,Positive
2049,accurate product information,Positive
2050,staff knowledge,Positive
2051,positive recommendations,Positive
2052,staff knowledge,Positive
2053,promotions and offers,Positive
2054,click and collect,Positive
2055,long wait times,Positive
2056,product selection,Positive
2057,customer service feedback,Negative
2058,refund process,Positive
2059,health concerns,Neutral
2060,expert guidance,Positive
2061,order cancellation,Positive
2062,efficient service,Positive
2063,friendly staff,Positive
2064,value for money,Positive
2065,international shipping,Positive
2066,store display,Positive
2067,regular customer,Positive
2068,unresponsive support,Positive
2069,order collection issues,Positive
2070,discount appreciation,Positive
2071,payment issues,Positive
2072,trustworthy products,Positive
2073,price comparison,Positive
2074,login issues,Positive
2075,order status updates,Neutral
2076,organic products,Positive
2077,product condition,Positive
2078,order tracking,Positive
2079,professionalism,Positive
2080,value for money,Positive
2081,nutritional information,Positive
2082,promotion and offers,Positive
2083,impulse buying,Positive
2084,regular customer,Positive
2085,incomplete orders,Positive
2086,faulty/damaged products,Positive
2087,customer preferences,Positive
2088,authentic products,Positive
2089,gratitude,Positive
2090,transparency issues,Negative
2091,long wait times,Neutral
2092,inconsistent experience,Negative
2093,refund process,Positive
2094,impulse buying,Negative
2095,delivery issues,Positive
2096,order not received,Positive
2097,order tracking,Positive
2098,customer value,Positive
2099,convenient location,Positive
2100,order cancellation,Positive
2101,trustworthy products,Positive
2102,product selection,Positive
2103,inconsistent policies,Positive
2104,discontinued products,Positive
2105,organic products,Positive
2106,order tracking,Positive
2107,inconsistent experience,Neutral
2108,communication issues,Negative
2109,price comparison,Positive
2110,app/website usability issues,Positive
2111,discount appreciation,Positive
2112,regular customer,Positive
2113,address issues,Positive
2114,order not received,Positive
2115,discrimination,Negative
2116,positive recommendations,Positive
2117,staff knowledge,Neutral
2118,store organization,Positive
2119,prompt service,Positive
2120,authentic products,Positive
2121,follow-up issues,Neutral
2122,repeat purchases,Positive
2123,professionalism,Negative
2124,product condition,Positive
2125,staff interaction,Negative
2126,supplement advice,Positive
2127,product recommendations,Positive
2128,price comparison,Positive
2129,incomplete orders,Positive
2130,impulse buying,Positive
2131,repeat purchases,Positive
2132,allergy-sensitive products,Positive
2133,product condition,Positive
2134,in-store issues,Positive
2135,order status updates,Positive
2136,convenient location,Positive
2137,voucher issues,Positive
2138,click and collect,Positive
2139,promotion and offers,Positive
2140,transparency issues,Positive
2141,app assistance,Neutral
2142,lack of respect,Neutral
2143,discrimination,Negative
2144,transparency issues,Neutral
2145,order status updates,Neutral
2146,promotion and offers,Positive
2147,parcel issues,Positive
2148,store closing hours,Positive
2149,order status updates,Positive
2150,organic products,Positive
2151,order cancellation,Positive
2152,repeat purchases,Positive
2153,friendly staff,Positive
2154,pricing issues,Positive
2155,subscription service,Positive
2156,complaint resolution,Negative
2157,replacement requests,Positive
2158,price comparison,Positive
2159,customer preferences,Positive
2160,in-store issues,Positive
2161,discount appreciation,Positive
2162,unresponsive support,Positive
2163,promotions and offers,Positive
2164,store display,Negative
2165,shopping experience,Positive
2166,login issues,Negative
2167,order tracking,Positive
2168,vegetarian and vegan options,Positive
2169,order status updates,Positive
2170,miscommunication,Positive
2171,address issues,Positive
2172,hair products,Positive
2173,hair products,Positive
2174,incorrect orders,Positive
2175,allergy-sensitive products,Positive
2176,inconsistent experience,Negative
2177,customer preferences,Positive
2178,product condition,Positive
2179,customer value,Positive
2180,follow-up issues,Negative
2181,login issues,Positive
2182,convenient location,Positive
2183,accurate product information,Positive
2184,miscommunication,Positive
2185,customer preferences,Positive
2186,professionalism,Positive
2187,follow-up issues,Neutral
2188,organic products,Positive
2189,lack of respect,Negative
2190,nutritional information,Positive
2191,inconsistent policies,Neutral
2192,trustworthy products,Positive
2193,miscommunication,Positive
2194,convenient location,Positive
2195,professionalism,Negative
2196,promotions and offers,Positive
2197,customer preferences,Positive
2198,pricing issues,Positive
2199,staff interaction,Negative
2200,staff interaction,Positive
2201,smooth ordering process,Positive
2202,international shipping,Positive
2203,app/website usability issues,Positive
2204,allergy-sensitive products,Positive
2205,app/website usability issues,Positive
2206,staff interaction,Positive
2207,gratitude,Positive
2208,promotions and offers,Negative
2209,follow-up issues,Neutral
2210,order not received,Positive
2211,subscription service,Positive
2212,order not received,Positive
2213,click and collect,Positive
2214,order not received,Neutral
2215,subscription service,Positive
2216,impulse buying,Positive
2217,efficient service,Neutral
2218,login issues,Negative
2219,incorrect orders,Positive
2220,payment issues,Positive
2221,discontinued products,Positive
2222,informative service,Positive
2223,app/website usability issues,Positive
2224,customer preferences,Positive
2225,refund process,Positive
2226,voucher issues,Positive
2227,vegetarian and vegan options,Positive
2228,order not received,Positive
2229,convenient location,Positive
2230,health products,Positive
2231,store display,Positive
2232,positive recommendations,Positive
2233,staff knowledge,Negative
2234,order not received,Positive
2235,store organization,Positive
2236,complaint resolution,Negative
2237,address issues,Positive
2238,professionalism,Positive
2239,hair products,Neutral
2240,brand loyalty,Positive
2241,expiration date issues,Negative
2242,shopping experience,Positive
2243,supplement advice,Positive
2244,faulty/damaged products,Positive
2245,follow-up issues,Positive
2246,positive recommendations,Positive
2247,gratitude,Positive
2248,app assistance,Positive
2249,complaint resolution,Neutral
2250,faulty/damaged products,Positive
2251,regular customer,Positive
2252,accurate product information,Positive
2253,positive recommendations,Positive
2254,friendly staff,Positive
2255,complaint resolution,Negative
2256,unresponsive support,Positive
2257,inconsistent experience,Neutral
2258,allergy-sensitive products,Positive
2259,unresponsive support,Positive
2260,payment issues,Positive
2261,incorrect orders,Positive
2262,professionalism,Negative
2263,friendly staff,Positive
2264,expiration date issues,Negative
2265,complaint resolution,Positive
2266,subscription service,Positive
2267,trustworthy products,Positive
2268,price comparison,Positive
2269,positive recommendations,Positive
2270,payment issues,Positive
2271,efficient service,Positive
2272,regular customer,Positive
2273,product ingredients,Positive
2274,shopping experience,Positive
2275,regular customer,Positive
2276,parcel issues,Positive
2277,international shipping,Positive
2278,long wait times,Neutral
2279,expert guidance,Positive
2280,health products,Positive
2281,packaging issues,Positive
2282,inconsistent experience,Neutral
2283,delivery issues,Positive
2284,delivery issues,Positive
2285,gratitude,Positive
2286,value for money,Positive
2287,unresponsive support,Positive
2288,health concerns,Positive
2289,allergy-sensitive products,Positive
2290,discount appreciation,Positive
2291,customer service feedback,Neutral
2292,transparency issues,Neutral
2293,order cancellation,Positive
2294,price comparison,Positive
2295,store display,Positive
2296,impulse buying,Positive
2297,promotion and offers,Positive
2298,complaint resolution,Negative
2299,nutritional information,Positive
2300,online ordering,Positive
2301,supplement advice,Positive
2302,faulty/damaged products,Positive
2303,order status updates,Positive
2304,discrimination,Negative
2305,store closing hours,Neutral
2306,product recommendations,Positive
2307,accurate product information,Positive
2308,store stock availability,Positive
2309,friendly staff,Positive
2310,supplement advice,Positive
2311,app assistance,Positive
2312,order status updates,Positive
2313,faulty/damaged products,Positive
2314,staff knowledge,Neutral
2315,store stock availability,Positive
2316,replacement requests,Negative
2317,staff knowledge,Positive
2318,order cancellation,Positive
2319,order status updates,Positive
2320,accurate product information,Positive
2321,discount appreciation,Positive
2322,customer value,Positive
2323,international shipping,Positive
2324,customer value,Positive
2325,convenient location,Positive
2326,inconsistent experience,Neutral
2327,complaint resolution,Neutral
2328,packaging issues,Positive
2329,repeat purchases,Positive
2330,promotion and offers,Positive
2331,gratitude,Positive
2332,expert guidance,Positive
2333,store organization,Neutral
2334,hair products,Positive
2335,staff interaction,Negative
2336,product effectiveness,Positive
2337,product recommendations,Positive
2338,online ordering,Positive
2339,vegetarian and vegan options,Positive
2340,smooth ordering process,Positive
2341,staff interaction,Negative
2342,parcel issues,Positive
2343,friendly staff,Positive
2344,nutritional information,Positive
2345,incorrect orders,Positive
2346,incorrect orders,Positive
