conversation_id,tag
1573,Pricing and Promotions
1574,Customer Complaints
1575,Expert Guidance
1576,Product Availability
1577,Incorrect Order Fulfillment
1578,Poor Store Service
1579,Omega-3 Supplement Effectiveness and Timeline
1580,authentic products
1581,Product Availability
1582,Positive recommendations for Conscious Beauty Products
1583,product effectiveness
1584,Expired Product - Replacement
1585,Replacement Requests
1586,Damaged Bottles
1587,Customer Appreciation
1588,follow-up issues
1589,Positive Recommendations
1590,click and collect
1591,Product Refunds
1592,international shipping
1593,Menopause Supplements
1594,Replacement requests
1595,refund process
1596,Damaged Bottles
1597,prompt service
1598,long wait times
1599,order tracking
1600,Vitamin Supplement Advice & Recommendation
1601,Joint Supplements - Lack of Efficacy
1602,Incomplete Ingredient Listing on Website
1603,Pricing and Promotions
1604,Damaged Orders
1605,Customer Complaints
1606,Order Issues
1607,incorrect orders
1608,Order Collection Issues
1609,Menopause Supplements
1610,Store Early Closure
1611,Follow-up Issues
1612,Order Issues
1613,Nutritional Information
1614,Coupon Issues
1615,Omega-3 Supplements
1616,Store Feedback
1617,Order Collection Issues
1618,order tracking
1619,Positive Staff Feedback
1620,Packaging Issues
1621,Joint Supplement Recommendation for Ineffective Glucosamine
1622,incomplete orders
1623,Discrimination
1624,Menopause Supplements
1625,Order Cancellation
1626,Stress & Anxiety Supplements
1627,Incorrect Order Fulfillment
1628,Order Collection Issues
1629,Poor Store Service
1630,order status updates
1631,product effectiveness
1632,Order Issues
1633,Poor Store Service
1634,Order Delays & Communication Issues
1635,Customer Appreciation
1636,Returning Unopened Items
1637,Delivery Issues
1638,Order not received
1639,Order Delay Resolution
1640,brand loyalty
1641,Positive Feedback
1642,Inaccurate product information
1643,customer service feedback
1644,Positive Store Feedback
1645,follow-up issues
1646,Customer Feedback: Store Display Issue
1647,Positive Staff Feedback
1648,payment issues
1649,Positive Customer Feedback
1650,Order Cancellation
1651,packaging issues
1652,order status updates
1653,Incorrect Order Fulfillment
1654,Damaged Orders
1655,Order Delays
1656,Pricing Issues
1657,Positive Staff Feedback
1658,Order Collection Issues
1659,accurate product information
1660,Prompt Service
1661,Poor Store Service
1662,prompt service
1663,Voucher Redemption Issues
1664,Product Authenticity Verification
1665,Order Refund
1666,Login Issues
1667,Order Delays
1668,Delivery Address Update
1669,App Crashing
1670,Expert guidance
1671,International Shipping Delay - Customs Documentation Required
1672,promotion and offers
1673,Probiotic Supplement Recommendation
1674,Sales Pressure/Unwanted Purchases
1675,Card Payment Issues
1676,Rewards Points Issues
1677,Collagen Supplement Effectiveness
1678,Rewards Points Issues
1679,Informative Service
1680,Order Delays
1681,Gluten-Free Product Issues
1682,Skincare Order Status
1683,Order not received
1684,organic products
1685,discount appreciation
1686,inconsistent policies
1687,Customer Complaints
1688,organic products
1689,Accurate Product Information
1690,Rewards Points Issues
1691,Product Authenticity Verification
1692,Positive Staff Feedback
1693,customer value
1694,Delivery Issues
1695,Order Discrepancy
1696,Damaged Bottles
1697,Order Cancellation (Failed)
1698,subscription service
1699,Product Returns/Replacements
1700,Discrimination
1701,miscommunication
1702,Store Organization/Layout
1703,Coupon Issues
1704,Iron Supplement Effectiveness/Anemia
1705,Order Refund
1706,Delivery Address Update
1707,Order Refund Due to Expired Vitamins
1708,product condition
1709,Order Delays
1710,incorrect orders
1711,Product Refunds
1712,vegetarian and vegan options
1713,Joint Supplements
1714,Order Issues
1715,shopping experience
1716,transparency issues
1717,prompt service
1718,prompt service
1719,app assistance
1720,Login Issues
1721,communication issues
1722,Positive Staff Feedback
1723,Damaged Orders
1724,Pricing and Promotions
1725,Fast Delivery Praise
1726,shopping experience
1727,In-Store Navigation & Product Location
1728,Store Feedback
1729,Payment Issues
1730,Customer Complaints
1731,unresponsive support
1732,Store Staff Feedback
1733,Delivery Address Update
1734,Click and Collect
1735,Order Delays
1736,Coupon Issues
1737,Product Refunds
1738,Inconsistent Store Staff Service
1739,brand loyalty
1740,Brand Loyalty & Product Reformulation
1741,Damaged Bottles
1742,Delayed Complaint Resolution
1743,Product Refunds
1744,Order Refunds
1745,Delivery Address Update
1746,Pricing Issues
1747,Sales Pressure/Unwanted Purchases
1748,friendly staff
1749,Inaccurate Product Information
1750,Payment Issues
1751,smooth ordering process
1752,Pricing and Promotions
1753,Prompt Service
1754,Pricing and Promotions
1755,Menopause Supplements
1756,prompt service
1757,Order Issues
1758,product ingredients
1759,Store Staff Feedback
1760,Damaged Bottles
1761,Protein Powder Recommendations
1762,gratitude
1763,Expiration Date Issue - Order Replacement
1764,product condition
1765,promotions and offers
1766,Efficient Service
1767,Herbal Tea Customer Feedback
1768,online ordering
1769,promotions and offers
1770,Pricing and Promotions
1771,discount appreciation
1772,promotion and offers
1773,Positive Staff Feedback
1774,Returns/Replacements
1775,incomplete orders
1776,staff knowledge
1777,Damaged Bottles
1778,in-store issues
1779,Product Allergies and Alternatives
1780,Missing Items in Order
1781,convenient location
1782,Store Feedback
1783,Damaged Orders
1784,Staff Knowledge
1785,Store Staff Feedback
1786,subscription service
1787,Parcel Issues
1788,online ordering
1789,Product Authenticity Verification
1790,Expiration Date Issue - Replacement Provided
1791,Order Delays
1792,Damaged Protein Powder Orders
1793,health concerns
1794,Dosage Advice & Supplement Safety
1795,Order Collection Issues
1796,Gluten-Free Product Issues
1797,Nutritional Information
1798,Rewards Points Issues
1799,Discontinued Omega-3 Fish Oil - Alternative Offered
1800,Order Issues
1801,Damaged Orders
1802,Pricing Issues
1803,Customer Appreciation
1804,Subscription Change
1805,expiration date issues
1806,professionalism
1807,transparency issues
1808,Discrimination
1809,Positive Staff Feedback
1810,Order status updates
1811,Store Feedback
1812,store stock availability
1813,Protein Powder Recommendations
1814,Delivery Address Update
1815,Pricing and Promotions
1816,Rewards Points Issues
1817,Order Delays
1818,Product Authenticity Verification
1819,Coupon Issues
1820,organic products
1821,Store Early Closure
1822,Product Ingredients
1823,Positive Staff Feedback
1824,value for money
1825,Inconsistent Experience
1826,health products
1827,Positive Staff Feedback
1828,Miscommunication
1829,Positive Staff Feedback
1830,Order Refund
1831,Positive Staff Feedback
1832,Damaged Bottles
1833,Customer Appreciation
1834,refund process
1835,Prompt service
1836,Customer Preferences and Product Discontinuation
1837,Iron Supplement Ineffectiveness; Doctor Referral
1838,BOGO Confusion
1839,Vitamin D Information
1840,Pricing and Promotions
1841,Turmeric Capsule Orders
1842,Order Issues
1843,Positive Staff Feedback
1844,packaging issues
1845,Order Cancellation
1846,Order Cancellation
1847,Gratitude
1848,Positive Staff Feedback
1849,Order Collection Issues
1850,long wait times
1851,product condition
1852,Product Refunds
1853,customer preferences
1854,Vegan Omega-3 Supplement Nutritional Information
1855,In-Store Promotion Inquiry
1856,Store Staff Service
1857,Order Issues
1858,Website Image Quality
1859,Order Issues
1860,Order Delays & Communication Issues
1861,Gluten-Free Product Issues
1862,Delivery Address Update
1863,store stock availability
1864,Store Staff Feedback
1865,Pricing and Promotions
1866,incomplete orders
1867,Damaged Orders
1868,expert guidance
1869,Store Early Closure
1870,customer value
1871,complaint resolution
1872,Order Refund
1873,Vitamin Dosage Advice
1874,Order Delays
1875,Store Feedback
1876,Delayed Delivery
1877,staff interaction
1878,Order Delays
1879,supplement advice
1880,Vitamin C Supplement Inquiry
1881,Order Delays
1882,Delayed International Order (Vegan Supplements)
1883,In-Store Consultation & Energy Supplement Recommendations
1884,Online Ordering
1885,Herbal Tea Customer Feedback
1886,BOGO Confusion
1887,Order Delays & Communication Issues
1888,Positive Staff Feedback
1889,Pricing Issues
1890,Delayed Complaint Resolution
1891,Damaged Protein Bars in Damaged Packaging
1892,Damaged Bottle Due to Poor Packaging
1893,Expired Product - Refund Processed
1894,Positive Staff Feedback
1895,customer service feedback
1896,Damaged Protein Powder Orders
1897,Order Cancellation
1898,Keto-friendly snacks
1899,efficient service
1900,**Shampoo Ingredients**
1901,Order Collection Issues
1902,accurate product information
1903,Positive Staff Feedback
1904,Order Issues
1905,Order Refund
1906,Informative service regarding Omega-3 supplements
1907,product effectiveness
1908,Prompt Service
1909,Smooth Ordering Process
1910,promotion and offers
1911,app/website usability issues
1912,Discrimination
1913,Delivery Issues
1914,Subscription Order Delay/Backorder
1915,Hair Product Issue/Troubleshooting
1916,App Account Issues
1917,repeat purchases
1918,Skincare Order Status
1919,Transparency Issue: Vitamin Tablet Labeling
1920,Order Delays & Communication Issues
1921,replacement requests
1922,promotions and offers
1923,product effectiveness
1924,Promotion Issue Resolved
1925,Discrimination
1926,Pricing
1927,Hair Growth Supplements
1928,Order Collection Issues
1929,Omega-3 Supplements
1930,Customer Complaints
1931,Missing Order/Delivery Issue
1932,Order Refund
1933,staff knowledge
1934,Login Issues
1935,Order Delays
1936,Price Comparison
1937,Informative service
1938,Positive Staff Feedback
1939,Rewards Points Issues
1940,authentic products
1941,Delivery Address Update
1942,customer value
1943,Inconsistent Experience
1944,Order Issues
1945,Positive Feedback
1946,Damaged Bottles
1947,Probiotic Supplement Labeling Clarity
1948,Rewards Points Issues
1949,trustworthy products
1950,Store Staff Feedback
1951,Nutritional Information Clarification
1952,International Shipping Delay & Customs Issue Resolved
1953,Positive Staff Feedback
1954,Customer Appreciation
1955,Energy Supplements
1956,Eye health supplements
1957,Incorrect Orders
1958,Probiotic Supplement Ineffectiveness
1959,Login Issues
1960,Product Selection
1961,Incorrect Item Received
1962,Sales Pressure/Unwanted Purchases
1963,Discount Appreciation
1964,complaint resolution
1965,Energy Supplements & Feedback on Store Knowledge
1966,Pricing and Promotions
1967,brand loyalty
1968,Product Ingredients
1969,Damaged Orders
1970,store display
1971,Vitamin C Supplement Information
1972,replacement requests
1973,Product Authenticity Verification
1974,Product Inquiry/Separation of Natural Peanut Butter
1975,Order Delays & Communication Issues
1976,Order Delays & Communication Issues
1977,Almond Milk Sugar Content Inquiry
1978,Order Confirmation Issues
1979,packaging issues
1980,Discrimination
1981,smooth ordering process
1982,Rewards Points Issues
1983,Order Issues
1984,Positive Staff Feedback
1985,Order Issues
1986,accurate product information
1987,inconsistent policies
1988,Login Issues
1989,long wait times
1990,Pricing and Promotions
1991,store stock availability
1992,Damaged Bottles
1993,Order Refunds
1994,Store Staff Feedback
1995,Poor Store Service
1996,Product Availability
1997,App Account Issues
1998,shopping experience
1999,Order Delays & Communication Issues
2000,In-store issues
2001,Positive Staff Feedback
2002,order status updates
2003,Poor Store Service
2004,Damaged Orders
2005,Menopause Supplements
2006,customer preferences
2007,Skincare Order Status
2008,Order Refund
2009,Customer Appreciation
2010,product ingredients
2011,miscommunication
2012,Order Issues
2013,Order Issues
2014,discontinued products
2015,health products
2016,Poor Store Service
2017,Order Issue/Promotion Application
2018,Customer Appreciation
2019,international shipping
2020,Order Confirmation Issues
2021,Order Refunds
2022,authentic products
2023,Delivery Address Update
2024,Pricing and Promotions
2025,Order Cancellation
2026,refund process
2027,App Account Issues
2028,Customer Complaints
2029,Order Collection Issues
2030,product ingredients
2031,BOGO Confusion
2032,Pricing and Promotions
2033,app assistance
2034,Returning Unopened Items
2035,Order Cancellation
2036,Order Refunds
2037,Sales Pressure/Unwanted Purchases
2038,Store Staff Feedback
2039,follow-up issues
2040,Product Authenticity Verification
2041,Positive Staff Feedback
2042,Order Refunds
2043,parcel issues
2044,Pricing and Promotions
2045,Order Refund
2046,Order Cancellation
2047,Product Inquiry & Recommendation (Organic Moisturizer)
2048,Coupon Issues
2049,Accurate Product Information
2050,staff knowledge
2051,Positive Customer Feedback & Multivitamin Purchase
2052,Positive Staff Feedback
2053,promotions and offers
2054,Order Cancellation (Click and Collect)
2055,long wait times
2056,product selection
2057,customer service feedback
2058,Order Issues
2059,Omega-3 Aftertaste Issue
2060,Expert Guidance
2061,Order Cancellation
2062,Efficient Service
2063,Positive Staff Feedback
2064,Pricing and Promotions
2065,Delayed International Shipping
2066,Positive Staff Feedback
2067,regular customer
2068,Order Issues
2069,Order Collection Issues
2070,Customer Appreciation
2071,Card Payment Issues
2072,Conscious Beauty Products
2073,price comparison
2074,Login Issues
2075,order status updates
2076,organic products
2077,Damaged Protein Powder Orders
2078,order tracking
2079,Positive Staff Feedback
2080,Value for money
2081,Remedy Kombucha Inquiry
2082,Promotion and Offers
2083,Returning Unopened Items
2084,Complaint about unhelpful staff in Birmingham store
2085,Incomplete Orders
2086,Damaged Orders
2087,Protein Powder Recommendations (In-Store Pickup)
2088,Product Authenticity Verification
2089,Customer Appreciation
2090,transparency issues
2091,Order Delays & Communication Issues
2092,Inconsistent Experience
2093,Refund process
2094,Store Staff Feedback
2095,Order Delays
2096,Order not received
2097,Order Tracking
2098,Store Feedback
2099,Order Delays
2100,Order Cancellation
2101,trustworthy products
2102,Probiotic Supplements
2103,inconsistent policies
2104,Discontinued Product Alternative
2105,Positive Customer Interaction - Organic Tea Purchase
2106,Order Tracking
2107,inconsistent experience
2108,Order Delays & Communication Issues
2109,price comparison
2110,App Account Issues
2111,Customer Appreciation
2112,Missing Item from Order
2113,Delivery Address Update
2114,Order Delays
2115,Discrimination
2116,Positive Recommendations
2117,Store Staff Feedback
2118,Store Feedback
2119,Positive Feedback
2120,Authentic Products
2121,Follow-up Issues
2122,Damaged Orders
2123,Customer Complaints
2124,Damaged Bottles
2125,Customer Complaints
2126,supplement advice
2127,Omega-3 Supplements
2128,Pricing and Promotions
2129,incomplete orders
2130,Sales Pressure/Unwanted Purchases
2131,Order Delays
2132,Gluten-Free Product Issues
2133,product condition
2134,in-store issues
2135,Order Status Updates
2136,Delivery Address Update
2137,Voucher Redemption Issues
2138,Order Collection Issues
2139,Pricing and Promotions
2140,Transparency Issue with Vitamin Label
2141,Card Payment Issues
2142,Poor Store Service
2143,Discrimination
2144,Transparency Issues Regarding Vitamin Tablet Ingredients
2145,order status updates
2146,Pricing and Promotions
2147,Order Issues
2148,Store Early Closure
2149,Order Status Updates
2150,Product Inquiry
2151,Order Cancellation
2152,repeat purchases
2153,Positive Staff Feedback
2154,Pricing and Promotions
2155,Positive Feedback
2156,Complaint Resolution
2157,Damaged Bottles
2158,Pricing and Promotions
2159,customer preferences
2160,in-store issues
2161,Customer Appreciation
2162,Order Delays
2163,promotions and offers
2164,Customer Feedback - Store Display
2165,shopping experience
2166,Login Issues
2167,order tracking
2168,Gluten-Free Product Issues
2169,order status updates
2170,miscommunication
2171,Delivery Address Update
2172,Hair Products
2173,Hair Growth Supplements
2174,Product Replacements
2175,Product Refunds
2176,Store Staff Service
2177,Product Return & In-Store Shopping Preference
2178,product condition
2179,Positive Staff Feedback
2180,Follow-up Issue - Unresolved Customer Complaint
2181,Login Issues
2182,Order Issues
2183,Order Refunds
2184,miscommunication
2185,In-Store Pricing and Promotions via App
2186,Positive Staff Feedback
2187,Delayed Complaint Resolution
2188,Damaged Orders
2189,lack of respect
2190,Product Nutritional Information Inquiry
2191,inconsistent policies
2192,trustworthy products
2193,Miscommunication
2194,Order Issues
2195,Customer Complaints
2196,promotions and offers
2197,customer preferences
2198,Pricing and Promotions
2199,Customer Complaints
2200,Positive Staff Feedback
2201,Pricing and Promotions
2202,international shipping
2203,App Account Issues
2204,allergy-sensitive products
2205,App/Website Usability Issues
2206,Store Staff Feedback
2207,gratitude
2208,promotions and offers
2209,Damaged Protein Powder Orders
2210,Order not received
2211,Order Delays
2212,Skincare Order Status
2213,click and collect
2214,order not received
2215,subscription service
2216,Returning Unopened Items
2217,Order Collection Issues
2218,Login Issues
2219,Incorrect Orders
2220,Order Confirmation Issues
2221,discontinued products
2222,Informative service
2223,App/Website usability issues
2224,customer preferences
2225,Order Refunds
2226,Voucher Issues
2227,Missing Item in Vegan Hamper Order
2228,order not received
2229,convenient location
2230,Missing Instructions
2231,Positive Staff Feedback
2232,Store Staff Feedback
2233,Poor Store Service
2234,Skincare Order Status
2235,store organization
2236,Delayed Complaint Resolution
2237,Delivery Address Update
2238,Positive Staff Feedback
2239,Hair Growth Supplements
2240,Product Discontinuation & Replacement
2241,expiration date issues
2242,Order Delays & Communication Issues
2243,supplement advice
2244,Damaged Orders
2245,Order Issues
2246,Customer Appreciation
2247,Positive Staff Feedback
2248,App Account Issues
2249,Complaint Resolution
2250,Damaged Orders
2251,Coupon Issues
2252,accurate product information
2253,Store Staff Feedback
2254,Positive Staff Feedback
2255,Complaint Resolution
2256,unresponsive support
2257,Inconsistent Experience
2258,Customer Appreciation
2259,unresponsive support
2260,Payment Issues
2261,Incorrect Orders
2262,Customer Complaints
2263,Positive Staff Feedback
2264,expiration date issues
2265,Complaint Resolution
2266,Omega-3 Supplement Subscription Delivery Issue
2267,Order Refunds
2268,Price comparison
2269,Positive Recommendations
2270,Card Payment Issues
2271,Positive Feedback
2272,Gluten-Free Product Issues
2273,Protein Powder Recommendations
2274,Order Delays
2275,BOGO Offer Issue Resolved
2276,Order Issues
2277,Order Issues
2278,Order Delays & Communication Issues
2279,Expert Guidance
2280,Order Refunds
2281,Packaging Issues
2282,inconsistent experience
2283,delivery issues
2284,Order Delays
2285,Customer Appreciation
2286,Order Refund
2287,Order Issues
2288,Sleep Supplements: Addressing Customer's Lack of Improvement with Magnesium
2289,Gluten-Free Product Issues
2290,discount appreciation
2291,Incorrect Order Fulfillment
2292,transparency issues
2293,Order Cancellation
2294,Pricing and Promotions
2295,Store Display
2296,Order Cancellation
2297,Skincare Order Status
2298,Delayed Complaint Resolution
2299,Protein Pancake Mix Inquiry
2300,Order Confirmation Issues
2301,heart health supplements
2302,Damaged Protein Powder Orders
2303,Order Status Update
2304,Discrimination
2305,Store Early Closure
2306,Sleep Supplements
2307,Store Early Closure
2308,store stock availability
2309,Store Staff Feedback
2310,Immune Support Supplements
2311,App Assistance
2312,Order Delays
2313,Damaged Orders
2314,staff knowledge
2315,store stock availability
2316,Damaged Orders
2317,Store Staff Feedback
2318,Order Cancellation
2319,order status updates
2320,accurate product information
2321,Customer Appreciation
2322,Misinformation about Biotin Benefits Leads to Product Exchange
2323,international shipping
2324,Customer Feedback Leading to Product Recommendation
2325,Order Issues
2326,Inconsistent Experience
2327,Complaint Resolution
2328,Damaged Orders
2329,Repeat Purchases
2330,promotion and offers
2331,Positive Staff Feedback
2332,Expert Guidance
2333,Chertsey Store - Navigation Issues
2334,Hair Growth Supplements
2335,Customer Complaints
2336,Positive Customer Feedback - Children's Multivitamin
2337,Stress & Anxiety Supplements
2338,online ordering
2339,Missing Items in Order
2340,Positive Staff Feedback
2341,Store Staff Service
2342,Order Issues
2343,Positive Staff Feedback
2344,Rice Flour Nutritional Information
2345,Order Issues
2346,incorrect orders
